breakfast;afternoon.tea;evening;after.lunch;after.dinner;anytime;home;work;tearoom;friends;restaurant;pub;variety;how;sugar;format;place.of.purchase;type;sex;profession;sport;age;age_Q;frequency;exotic;spirituality;good for health;diuretic;friendliness;iron absorption;feminine;refined;slimming;stimulant;relaxant;no.effect.health;words
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet+loose;supermarket;shop.brand;F;employee;not.sporty;23;15-24;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;healthy,diuretic,friendliness,refined,stimulant,relaxing
not.breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;not.sporty;52;45-59;1/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,feminine,refined,slimming,stimulant,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;restaurant;pub;flavoured;milk;not.sugar;sachet;supermarket;known.brand;M;senior management;not.sporty;54;45-59;1 to 2/week;exotic;not.spirituality;not.good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;stimulant;not.relaxant;no.effect.health;escape-exoticism,diuretic,friendliness,feminine,refined,slimming,stimulant,effect-on-health
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;not.sporty;33;25-34;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;no.effect.health;healthy,diuretic,friendliness,refined,stimulant,effect-on-health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;not.friends;restaurant;not.pub;black;nothing.added;not.sugar;sachet;supermarket;known.brand;M;senior management;not.sporty;37;35-44;1/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;healthy,friendliness,iron-absorption,refined,stimulant
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;restaurant;not.pub;flavoured;lemon;sugar;sachet+loose;supermarket+specialist.;varies;M;student;sporty;29;25-34;1/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;no.effect.health;healthy,friendliness,relaxing,effect-on-health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;lemon;sugar;sachet;supermarket;shop.brand;M;unemployed;not.sporty;66;60 and +;3 to 6/week;exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;feminine;refined;slimming;stimulant;not.relaxant;no.effect.health;escape-exoticism,healthy,diuretic,feminine,refined,slimming,stimulant,effect-on-health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;tearoom;friends;not.restaurant;pub;black;other;not.sugar;sachet;supermarket;known.brand;F;management;sporty;47;45-59;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;healthy,diuretic,friendliness,refined,relaxing
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;tearoom;friends;not.restaurant;pub;flavoured;lemon;sugar;sachet;supermarket+specialist.;known.brand;F;employee;not.sporty;45;45-59;more than 2/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;healthy,friendliness,feminine,stimulant
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;sugar;sachet;supermarket;shop.brand;F;employee;not.sporty;54;45-59;1/day;exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,diuretic,friendliness,feminine,refined,slimming,stimulant,relaxing
breakfast;afternoon.tea;evening;after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;varies;F;student;sporty;19;15-24;more than 2/day;not.exotic;spirituality;good for health;diuretic;friendliness;iron absorption;feminine;refined;slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,iron-absorption,feminine,refined,slimming,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;student;sporty;17;15-24;1 to 2/week;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,refined
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;student;sporty;18;15-24;1 to 2/week;exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,friendliness,refined,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;milk;sugar;sachet;supermarket;known.brand;F;unemployed;not.sporty;79;60 and +;1/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;healthy,friendliness,feminine,refined,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;not.home;work;not.tearoom;friends;restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;M;senior management;sporty;48;45-59;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,feminine,refined
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;M;student;sporty;26;25-34;1/day;not.exotic;not.spirituality;not.good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;relaxant;no.effect.health;diuretic,friendliness,feminine,refined,stimulant,relaxing,effect-on-health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;management;sporty;47;45-59;3 to 6/week;exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;no.effect.health;escape-exoticism,spirituality,healthy,friendliness,feminine,refined,relaxing,effect-on-health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;milk;sugar;sachet;supermarket;varies;M;manual labourer;sporty;30;25-34;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,refined,stimulant
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;M;unemployed;not.sporty;24;15-24;3 to 6/week;exotic;spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,friendliness,refined,stimulant,relaxing
not.breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;not.sporty;29;25-34;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,feminine,refined,slimming,stimulant
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;other;sugar;sachet;supermarket+specialist.;luxury;M;unemployed;not.sporty;72;60 and +;3 to 6/week;exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;sugar;sachet;specialist.shop;unknown;M;manual labourer;not.sporty;41;35-44;1/day;exotic;not.spirituality;good for health;not.diuretic;friendliness;iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,friendliness,iron-absorption,refined,stimulant,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;shop.brand;M;student;sporty;18;15-24;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;slimming;not.stimulant;not.relaxant;no.effect.health;escape-exoticism,healthy,diuretic,friendliness,slimming,effect-on-health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet+loose;supermarket;cheapest;F;student;sporty;19;15-24;more than 2/day;not.exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;friendliness,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;not.sporty;55;45-59;3 to 6/week;exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,friendliness,feminine,refined,stimulant
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;loose;supermarket;cheapest;F;management;sporty;47;45-59;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,iron-absorption,feminine,refined
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet;supermarket;known.brand;F;management;not.sporty;49;45-59;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,feminine,refined
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;employee;sporty;30;25-34;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,feminine,refined,stimulant
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;milk;not.sugar;sachet;supermarket;cheapest;F;other work;sporty;45;45-59;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;no.effect.health;relaxing,effect-on-health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;shop.brand;F;manual labourer;sporty;22;15-24;more than 2/day;exotic;spirituality;not.good for health;diuretic;not.friendliness;not.iron absorption;feminine;refined;slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,diuretic,feminine,refined,slimming,stimulant,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;unemployed;not.sporty;18;15-24;1 to 2/week;exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;feminine;refined;slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,feminine,refined,slimming,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;milk;not.sugar;loose;supermarket+specialist.;known.brand;F;unemployed;not.sporty;36;35-44;3 to 6/week;exotic;spirituality;not.good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;not.relaxant;no.effect.health;escape-exoticism,spirituality,diuretic,friendliness,stimulant,effect-on-health
not.breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;restaurant;pub;black;nothing.added;not.sugar;sachet;supermarket+specialist.;known.brand;F;unemployed;not.sporty;75;60 and +;3 to 6/week;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,feminine,refined
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;pub;black;nothing.added;sugar;loose;supermarket;known.brand;F;unemployed;sporty;19;15-24;more than 2/day;exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;no.effect.health;escape-exoticism,friendliness,refined,relaxing,effect-on-health
breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;not.sporty;50;45-59;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,refined,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet+loose;supermarket;known.brand;F;unemployed;not.sporty;60;60 and +;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;slimming;not.stimulant;relaxant;not.without.effect.health;healthy,diuretic,friendliness,refined,slimming,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet+loose;supermarket;known.brand;F;employee;sporty;21;15-24;1/day;exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,friendliness,refined,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;loose;supermarket;luxury;F;employee;sporty;45;45-59;more than 2/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,feminine,refined
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;unemployed;not.sporty;45;45-59;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;not.relaxant;no.effect.health;effect-on-health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet;supermarket;known.brand;F;unemployed;not.sporty;75;60 and +;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;healthy,diuretic,friendliness,feminine,refined
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;black;lemon;not.sugar;loose;specialist.shop;luxury;F;senior management;not.sporty;53;45-59;more than 2/day;exotic;not.spirituality;not.good for health;diuretic;not.friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,diuretic,feminine,refined,stimulant
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;F;employee;not.sporty;25;25-34;1 to 2/week;not.exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;spirituality,healthy,friendliness,feminine,refined,stimulant,relaxing
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;F;student;sporty;20;15-24;more than 2/day;exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;relaxant;not.without.effect.health;escape-exoticism,spirituality,healthy,diuretic,friendliness,stimulant,relaxing
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;loose;supermarket+specialist.;luxury;F;student;sporty;20;15-24;more than 2/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,feminine,refined,relaxing
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;not.sugar;sachet+loose;supermarket+specialist.;varies;F;management;sporty;30;25-34;more than 2/day;exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,healthy,friendliness,feminine,refined,stimulant
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;pub;black;nothing.added;not.sugar;sachet+loose;supermarket;luxury;F;employee;not.sporty;51;45-59;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;healthy,diuretic,friendliness,refined,relaxing
not.breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;student;not.sporty;18;15-24;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,friendliness,iron-absorption,refined,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;F;unemployed;not.sporty;27;25-34;1/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;not.refined;slimming;stimulant;not.relaxant;not.without.effect.health;healthy,friendliness,feminine,slimming,stimulant
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;student;sporty;22;15-24;more than 2/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,stimulant
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;student;sporty;22;15-24;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;healthy,diuretic,friendliness,feminine,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet+loose;supermarket;varies;F;student;sporty;15;15-24;more than 2/day;exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,friendliness,feminine,refined,relaxing
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;sugar;sachet;supermarket;known.brand;F;manual labourer;sporty;20;15-24;more than 2/day;not.exotic;spirituality;good for health;diuretic;not.friendliness;iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;spirituality,healthy,diuretic,iron-absorption,feminine,refined,relaxing
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet+loose;supermarket;known.brand;F;student;sporty;19;15-24;more than 2/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health;healthy,friendliness,feminine,refined,stimulant,relaxing
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;not.pub;black;milk;sugar;sachet;supermarket;unknown;M;other work;sporty;45;45-59;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;friendliness,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;loose;specialist.shop;luxury;M;management;sporty;48;45-59;3 to 6/week;exotic;not.spirituality;good for health;not.diuretic;friendliness;iron absorption;not.feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health;escape-exoticism,healthy,friendliness,iron-absorption,refined
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet;supermarket;shop.brand;M;senior management;sporty;35;35-44;1/day;exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,diuretic,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;milk;sugar;sachet;supermarket;varies;M;management;not.sporty;50;45-59;1/day;exotic;not.spirituality;not.good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;not.relaxant;no.effect.health;escape-exoticism,diuretic,friendliness,refined,effect-on-health
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet+loose;supermarket;varies;M;employee;sporty;25;25-34;more than 2/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;healthy,friendliness,refined,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet;supermarket;varies;M;unemployed;not.sporty;69;60 and +;1/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;healthy,friendliness,refined,stimulant
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet;supermarket;known.brand;M;unemployed;not.sporty;70;60 and +;1/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;spirituality,healthy,diuretic,friendliness,stimulant
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet;supermarket;known.brand;M;manual labourer;sporty;40;35-44;1/day;not.exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;healthy,diuretic,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet+loose;supermarket;shop.brand;M;unemployed;sporty;21;15-24;1 to 2/week;not.exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;healthy,feminine,relaxing
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;tearoom;friends;not.restaurant;not.pub;green;lemon;sugar;loose;specialist.shop;luxury;M;management;not.sporty;26;25-34;more than 2/day;exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health;escape-exoticism,healthy,friendliness,feminine,refined,relaxing
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;not.pub;flavoured;nothing.added;sugar;sachet+loose;specialist.shop;varies;M;manual labourer;sporty;25;25-34;3 to 6/week;exotic;spirituality;not.good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health;escape-exoticism,spirituality,diuretic,friendliness,refined,stimulant
